id	nome	bonus	possui_especializacao
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (125	,14	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (131	,14	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (164	,14	,3	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (210	,14	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (211	,14	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (216	,14	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (218	,14	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (20	,21	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (26	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (29	,21	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (62	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (65	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (69	,21	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (71	,21	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (106	,21	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (131	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (154	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (162	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (182	,21	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (205	,21	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (227	,21	,3	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (6	,4	,2		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (7	,4	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (35	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (55	,4	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (75	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (78	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (130	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (140	,4	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (147	,4	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (157	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (197	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (198	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (226	,4	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (230	,4	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (234	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (237	,4	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (3	,24	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (4	,24	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (14	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (35	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (72	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (75	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (83	,24	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (86	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (87	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (88	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (89	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (119	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (120	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (123	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (153	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (175	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (176	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (183	,24	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (209	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (213	,24	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (17	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (47	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (57	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (67	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (73	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (82	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (97	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (102	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (146	,25	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (151	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (157	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (159	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (160	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (168	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (174	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (178	,25	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (196	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (233	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (234	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (246	,25	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (5	,26	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (6	,26	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (13	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (30	,26	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (48	,26	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (66	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (91	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (102	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (127	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (128	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (130	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (151	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (174	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (178	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (186	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (193	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (194	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (229	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (239	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (242	,26	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (9	,27	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (15	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (19	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (32	,27	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (46	,27	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (53	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (58	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (74	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (75	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (85	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (101	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (109	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (110	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (157	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (185	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (192	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (199	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (205	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (220	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (232	,27	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (8	,28	,1		);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (10	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (16	,28	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (24	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (33	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (45	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (60	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (78	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (93	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (94	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (99	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (100	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (104	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (118	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (141	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (158	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (197	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (206	,28	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (212	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (236	,28	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (10	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (68	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (78	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (84	,29	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (99	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (103	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (132	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (134	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (149	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (152	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (165	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (177	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (182	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (187	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (190	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (197	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (202	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (211	,29	,1	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (228	,29	,2	);
INSERT INTO [magia_grupo_custo] ([id_magia],[id_magia_grupo],[custo]) VALUES (245	,29	,1	);



INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Elemental da Terra',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Elemental do Ar',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Elemental do Fogo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Geomanipulação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Geoproteção',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Hidromanipulação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Meteoros',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Piromanipulação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Piroproteção',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Prisão',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Resistência Elemental',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (24,'Retorno',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Assombração',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Círculo de Proteção',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Controle',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Criação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Degeneração Física',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Doenças',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Esconjuração',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Escuridão',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Maldições',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Medo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Mutação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Necroanimação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Necroconhecimento',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Paralisia',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Pesadelo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Possessão',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Putrefação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Toque Gélido',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Transformação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (25,'Visão Noturna',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Alucinação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Amizade',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Armadilha',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Barreira Mística',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Clarividência',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Covardia',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Empatia',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Escuridão',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Ilusões',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Imagem',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Invisibilidade',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Medo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Pesadelo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Possessão',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Projeção',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Pseudoconsciência',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Pseudomatéria',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Sugestão',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Ventriloquismo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (26,'Vínculo',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Animação Vegetal',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Armadura Natural',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Ataque Térmico',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Biogerminação',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Chuva Ácida',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Conjuração Natural',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Controle Climático',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Desertificação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Desintegração',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Domínio Natural',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Escudo Térmico',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Feixes Incandescentes',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Fitogênese',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Mutação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Prisão Vegetal',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Proteção Vegetal',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Raízes Místicas',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Relâmpagos',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Sentido Natural',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (27,'Terremoto',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Animação Metálica',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Anulação Mística',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Assimilação',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Aura Mágica',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Bloqueio',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Cataclisma',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Conversão Energética',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Detecção de Magia',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Encantamento',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Encolhimento',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Escrituras Místicas',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Escudo Místico',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Explosão Mística',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Geoanimação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Libertação',	1);
